path,true,pred,prob,generator,correct,error_type
-HOoEVQDsWI_000042_000052,1,0,0.1588098282508482,Kinetics-400,False,FN (real→fake)
real_90174,1,0,0.162562569993574,GenVideo-Real,False,FN (real→fake)
real_42889,1,0,0.1631552068673641,GenVideo-Real,False,FN (real→fake)
real_91787,1,0,0.1679334473637672,GenVideo-Real,False,FN (real→fake)
real_64816,1,0,0.1683199844511873,GenVideo-Real,False,FN (real→fake)
--Ntf6n-j9Q_000017_000027,1,0,0.1734056630850439,Kinetics-400,False,FN (real→fake)
-bmw2idsJBY_000005_000015,1,0,0.1742455582654671,Kinetics-400,False,FN (real→fake)
-c-fIXXPupI_000013_000023,1,0,0.1839035277058742,Kinetics-400,False,FN (real→fake)
-VdZYb-SC2o_000018_000028,1,0,0.1852752148259166,Kinetics-400,False,FN (real→fake)
real_7382,1,0,0.1877609556954027,GenVideo-Real,False,FN (real→fake)
-BptOURMao8_000398_000408,1,0,0.1878676577818187,Kinetics-400,False,FN (real→fake)
-WykyEd07xw_000253_000263,1,0,0.1884439113133338,Kinetics-400,False,FN (real→fake)
-cMsP8DzCls_000019_000029,1,0,0.1887550049789022,Kinetics-400,False,FN (real→fake)
-N5H51xoigA_000000_000010,1,0,0.2024618263023731,Kinetics-400,False,FN (real→fake)
-PztzJ5vBvQ_000000_000010,1,0,0.2049352078293281,Kinetics-400,False,FN (real→fake)
real_99684,1,0,0.2055672844959067,GenVideo-Real,False,FN (real→fake)
-hU7aKfh-eo_000114_000124,1,0,0.2094306983030159,Kinetics-400,False,FN (real→fake)
real_46801,1,0,0.2100032759608665,GenVideo-Real,False,FN (real→fake)
real_25404,1,0,0.2123364644773036,GenVideo-Real,False,FN (real→fake)
-XOBNO_l2hM_000006_000016,1,0,0.2205282405569908,Kinetics-400,False,FN (real→fake)
-grzYb1gX18_000003_000013,1,0,0.2238368762680266,Kinetics-400,False,FN (real→fake)
real_94840,1,0,0.2270894057921977,GenVideo-Real,False,FN (real→fake)
-JRT9aCAVsA_000032_000042,1,0,0.2284234207605739,Kinetics-400,False,FN (real→fake)
-KX8ZEdKlX4_000017_000027,1,0,0.2306039102373377,Kinetics-400,False,FN (real→fake)
real_86058,1,0,0.2306761446969273,GenVideo-Real,False,FN (real→fake)
-QOyD0xZVns_000007_000017,1,0,0.2377076015504876,Kinetics-400,False,FN (real→fake)
real_68995,1,0,0.2390821602293742,GenVideo-Real,False,FN (real→fake)
-2FruMQDUR0_000081_000091,1,0,0.2396935855200079,Kinetics-400,False,FN (real→fake)
-Av_nD6hvzo_000001_000011,1,0,0.2415085812279205,Kinetics-400,False,FN (real→fake)
real_37864,1,0,0.244205257121291,GenVideo-Real,False,FN (real→fake)
-df06b3eVBc_000027_000037,1,0,0.2444854595816633,Kinetics-400,False,FN (real→fake)
-5Ea_Vj8ohs_000068_000078,1,0,0.2480950801968019,Kinetics-400,False,FN (real→fake)
real_43187,1,0,0.2490171296818082,GenVideo-Real,False,FN (real→fake)
-Nd6v_JKd6I_000043_000053,1,0,0.251743114201685,Kinetics-400,False,FN (real→fake)
real_68550,1,0,0.2551810994634154,GenVideo-Real,False,FN (real→fake)
real_83230,1,0,0.2572008978775335,GenVideo-Real,False,FN (real→fake)
-UIei6eyzuk_000788_000798,1,0,0.2583955750584989,Kinetics-400,False,FN (real→fake)
-HTEbymhQHY_000050_000060,1,0,0.2584197624722123,Kinetics-400,False,FN (real→fake)
-RcKxV324uQ_000110_000120,1,0,0.2587223035727577,Kinetics-400,False,FN (real→fake)
real_49023,1,0,0.2590067258041257,GenVideo-Real,False,FN (real→fake)
-7SwhiYPNkI_000026_000036,1,0,0.2607921995294842,Kinetics-400,False,FN (real→fake)
-gk9vSxgShA_000006_000016,1,0,0.2608649400322947,Kinetics-400,False,FN (real→fake)
-7CUmysoRwA_000015_000025,1,0,0.2650312977438263,Kinetics-400,False,FN (real→fake)
-JkLDzQPtYI_000053_000063,1,0,0.2697302083017185,Kinetics-400,False,FN (real→fake)
-Xi4uPg5aAM_000025_000035,1,0,0.2708696181960757,Kinetics-400,False,FN (real→fake)
-P0Gu9Uygd0_000339_000349,1,0,0.2723804247303871,Kinetics-400,False,FN (real→fake)
-KHIKaCGKBY_000051_000061,1,0,0.2747155451243116,Kinetics-400,False,FN (real→fake)
-MoSli_S6hM_000015_000025,1,0,0.2773096072924306,Kinetics-400,False,FN (real→fake)
-G07ptKbKaM_000001_000011,1,0,0.2779289968976923,Kinetics-400,False,FN (real→fake)
real_35078,1,0,0.2800947011276111,GenVideo-Real,False,FN (real→fake)
-IVVNTOnTyQ_000067_000077,1,0,0.2807539375943067,Kinetics-400,False,FN (real→fake)
-d_ljddPRjw_000096_000106,1,0,0.2813842442889894,Kinetics-400,False,FN (real→fake)
-AKzc9zwPQE_000000_000010,1,0,0.2832301754726159,Kinetics-400,False,FN (real→fake)
-QTcaQkCI5s_000010_000020,1,0,0.2838746620772855,Kinetics-400,False,FN (real→fake)
real_76514,1,0,0.2841342784998878,GenVideo-Real,False,FN (real→fake)
real_95462,1,0,0.2870698275969955,GenVideo-Real,False,FN (real→fake)
-b5vQ-sabYg_000003_000013,1,0,0.2915314575298739,Kinetics-400,False,FN (real→fake)
-ZYflPEsy1M_000169_000179,1,0,0.2925792240381965,Kinetics-400,False,FN (real→fake)
real_35709,1,0,0.2960788502742061,GenVideo-Real,False,FN (real→fake)
real_67714,1,0,0.3039391632764811,GenVideo-Real,False,FN (real→fake)
-WUNMio_wzY_000017_000027,1,0,0.3041065103564093,Kinetics-400,False,FN (real→fake)
-irl68ywUzI_000067_000077,1,0,0.3073206759029676,Kinetics-400,False,FN (real→fake)
real_73448,1,0,0.3084867220128314,GenVideo-Real,False,FN (real→fake)
real_93056,1,0,0.3091092465148932,GenVideo-Real,False,FN (real→fake)
-D0Ehift5UA_000044_000054,1,0,0.3095084722780029,Kinetics-400,False,FN (real→fake)
real_65320,1,0,0.3120517184376762,GenVideo-Real,False,FN (real→fake)
-Q78VJXH1ls_000065_000075,1,0,0.3148257063406818,Kinetics-400,False,FN (real→fake)
-WKCwDRp_jk_000000_000010,1,0,0.3150759848007427,Kinetics-400,False,FN (real→fake)
real_88157,1,0,0.3162954317707686,GenVideo-Real,False,FN (real→fake)
-VvCOGy5oTc_000013_000023,1,0,0.3169815834505105,Kinetics-400,False,FN (real→fake)
-goqFAvhM6g_000036_000046,1,0,0.321203987290627,Kinetics-400,False,FN (real→fake)
-Ps0gFe_XrY_000004_000014,1,0,0.3281855830619035,Kinetics-400,False,FN (real→fake)
-LmFPtnbal0_000008_000018,1,0,0.3297885307930307,Kinetics-400,False,FN (real→fake)
-Z-zFKGPJB0_000002_000012,1,0,0.33073711503311,Kinetics-400,False,FN (real→fake)
-2N36vLrHbU_000000_000010,1,0,0.331998106859882,Kinetics-400,False,FN (real→fake)
real_87265,1,0,0.334000959949205,GenVideo-Real,False,FN (real→fake)
real_95222,1,0,0.3349588407622068,GenVideo-Real,False,FN (real→fake)
-RKHrh7jhNM_000003_000013,1,0,0.3350819218998808,Kinetics-400,False,FN (real→fake)
real_73183,1,0,0.3361296193234916,GenVideo-Real,False,FN (real→fake)
real_29825,1,0,0.3362414098794861,GenVideo-Real,False,FN (real→fake)
real_65382,1,0,0.3378129652813874,GenVideo-Real,False,FN (real→fake)
-Rc7HwLvsAI_000536_000546,1,0,0.3388066080831999,Kinetics-400,False,FN (real→fake)
-OaV_EHAb7I_000036_000046,1,0,0.33885766865263,Kinetics-400,False,FN (real→fake)
real_93892,1,0,0.340182686930308,GenVideo-Real,False,FN (real→fake)
-RiF7EIj9eI_000526_000536,1,0,0.3417825272085589,Kinetics-400,False,FN (real→fake)
-OG3oX9peUU_000350_000360,1,0,0.3432785264244672,Kinetics-400,False,FN (real→fake)
-Kzfq-O_qzU_000021_000031,1,0,0.3446302737467639,Kinetics-400,False,FN (real→fake)
-CPHycRUJfA_000022_000032,1,0,0.3461283901897184,Kinetics-400,False,FN (real→fake)
-JU6mYrtOwk_000022_000032,1,0,0.3472688477877716,Kinetics-400,False,FN (real→fake)
-2-2p5R_ujo_000162_000172,1,0,0.3543773494039493,Kinetics-400,False,FN (real→fake)
real_73367,1,0,0.3557197030445443,GenVideo-Real,False,FN (real→fake)
-dl427XRsOE_000011_000021,1,0,0.3558022315320479,Kinetics-400,False,FN (real→fake)
real_55107,1,0,0.3569519305762603,GenVideo-Real,False,FN (real→fake)
-81JqO-EIo8_000090_000100,1,0,0.3577782193298034,Kinetics-400,False,FN (real→fake)
-VXILBcKarQ_000051_000061,1,0,0.3621224121572264,Kinetics-400,False,FN (real→fake)
-YvreOwOF5c_000397_000407,1,0,0.3648898732348616,Kinetics-400,False,FN (real→fake)
real_77158,1,0,0.3682489508095565,GenVideo-Real,False,FN (real→fake)
real_20715,1,0,0.3707224569347174,GenVideo-Real,False,FN (real→fake)
-IrgG_SljXU_000016_000026,1,0,0.3708791378615507,Kinetics-400,False,FN (real→fake)
-GnF9V3-nuw_000070_000080,1,0,0.3714829940266494,Kinetics-400,False,FN (real→fake)
-DCyVd5Ilyk_000039_000049,1,0,0.3730907061683082,Kinetics-400,False,FN (real→fake)
real_89950,1,0,0.3759576232825787,GenVideo-Real,False,FN (real→fake)
real_80026,1,0,0.3773029403297034,GenVideo-Real,False,FN (real→fake)
-Yn8iaL8eI8_000013_000023,1,0,0.3784045069259282,Kinetics-400,False,FN (real→fake)
real_47444,1,0,0.379088229895531,GenVideo-Real,False,FN (real→fake)
-01cbva4erQ_000007_000017,1,0,0.3798314056055086,Kinetics-400,False,FN (real→fake)
real_89187,1,0,0.3807075172820039,GenVideo-Real,False,FN (real→fake)
real_77886,1,0,0.3814459914663612,GenVideo-Real,False,FN (real→fake)
-NMs4aSNWK8_000052_000062,1,0,0.3817722412855012,Kinetics-400,False,FN (real→fake)
-heNc38TpNI_000187_000197,1,0,0.3852856986638769,Kinetics-400,False,FN (real→fake)
real_68497,1,0,0.385473682071863,GenVideo-Real,False,FN (real→fake)
-CNY_UACaZk_000036_000046,1,0,0.3861482472701634,Kinetics-400,False,FN (real→fake)
-AexE0IVHwE_000040_000050,1,0,0.3862124320621818,Kinetics-400,False,FN (real→fake)
-grt8pXnCAs_000009_000019,1,0,0.3877607992409889,Kinetics-400,False,FN (real→fake)
-ID_b309SOg_000102_000112,1,0,0.3891686580009134,Kinetics-400,False,FN (real→fake)
-6tSHjJZYTY_000006_000016,1,0,0.3893674868263664,Kinetics-400,False,FN (real→fake)
-TxegvM7ENM_000287_000297,1,0,0.393113952447266,Kinetics-400,False,FN (real→fake)
-Rjke-PBQSM_000042_000052,1,0,0.3941650512926867,Kinetics-400,False,FN (real→fake)
-giz9kqs6a4_000001_000011,1,0,0.3976804749332029,Kinetics-400,False,FN (real→fake)
-Wz-zo_EvuQ_000102_000112,1,0,0.3984009469203416,Kinetics-400,False,FN (real→fake)
-FMCSgaNTvw_000755_000765,1,0,0.3984556415881166,Kinetics-400,False,FN (real→fake)
-NUyQKFDP1k_000006_000016,1,0,0.3990573062198461,Kinetics-400,False,FN (real→fake)
real_24160,1,0,0.400051364096926,GenVideo-Real,False,FN (real→fake)
-jK-YcxW6A0_000000_000010,1,0,0.4047684808381846,Kinetics-400,False,FN (real→fake)
real_88140,1,0,0.4056723105759904,GenVideo-Real,False,FN (real→fake)
real_76047,1,0,0.4104505144397806,GenVideo-Real,False,FN (real→fake)
real_3050,1,0,0.411324494360228,GenVideo-Real,False,FN (real→fake)
real_48541,1,0,0.4127376935487759,GenVideo-Real,False,FN (real→fake)
-3rIc5nLAa4_000092_000102,1,0,0.4130485666670668,Kinetics-400,False,FN (real→fake)
-c9pjgSfKLE_000039_000049,1,0,0.4142549916871046,Kinetics-400,False,FN (real→fake)
real_90377,1,0,0.4161482606582837,GenVideo-Real,False,FN (real→fake)
-WyN991lyk8_000012_000022,1,0,0.4169648084029581,Kinetics-400,False,FN (real→fake)
-TpohjiPMSE_000004_000014,1,0,0.4173351934374912,Kinetics-400,False,FN (real→fake)
-RYRTMgVVsU_000000_000010,1,0,0.4174138347632795,Kinetics-400,False,FN (real→fake)
-A8RA9dZi4Y_000045_000055,1,0,0.4174482864694849,Kinetics-400,False,FN (real→fake)
-PirNk1vKkY_000127_000137,1,0,0.4203638645517376,Kinetics-400,False,FN (real→fake)
real_96914,1,0,0.4237941959742581,GenVideo-Real,False,FN (real→fake)
-3kZSi5qjRM_000000_000010,1,0,0.4246792395985833,Kinetics-400,False,FN (real→fake)
-W0E_PJW_6g_000001_000011,1,0,0.4252691046935848,Kinetics-400,False,FN (real→fake)
real_71868,1,0,0.4280997530000808,GenVideo-Real,False,FN (real→fake)
real_52631,1,0,0.4281001787145886,GenVideo-Real,False,FN (real→fake)
real_75292,1,0,0.4309356598368005,GenVideo-Real,False,FN (real→fake)
-TTSwfAriM4_000516_000526,1,0,0.4330745142487741,Kinetics-400,False,FN (real→fake)
real_93611,1,0,0.433381845159817,GenVideo-Real,False,FN (real→fake)
real_86988,1,0,0.4347272664334206,GenVideo-Real,False,FN (real→fake)
-Aaz6rNqzLk_000017_000027,1,0,0.4353753562709727,Kinetics-400,False,FN (real→fake)
-WTtNWaPans_000141_000151,1,0,0.4361300718626493,Kinetics-400,False,FN (real→fake)
real_49236,1,0,0.4363640506935998,GenVideo-Real,False,FN (real→fake)
-3Esu7rw6DM_000103_000113,1,0,0.4364024940371461,Kinetics-400,False,FN (real→fake)
real_781,1,0,0.4374103112322496,GenVideo-Real,False,FN (real→fake)
-QfOEoMWe5c_000014_000024,1,0,0.4409208029814245,Kinetics-400,False,FN (real→fake)
real_51061,1,0,0.4426562109432155,GenVideo-Real,False,FN (real→fake)
-gWTAB2PAQg_000359_000369,1,0,0.4427284029039383,Kinetics-400,False,FN (real→fake)
real_55910,1,0,0.4438614252110595,GenVideo-Real,False,FN (real→fake)
real_90588,1,0,0.4445790909364036,GenVideo-Real,False,FN (real→fake)
-Wskln4JY8s_000020_000030,1,0,0.446287551041035,Kinetics-400,False,FN (real→fake)
real_22075,1,0,0.4469352097320372,GenVideo-Real,False,FN (real→fake)
-WxS-WxUnls_000044_000054,1,0,0.4477301537909653,Kinetics-400,False,FN (real→fake)
-5Tu_wiNnmg_000032_000042,1,0,0.4502145264111165,Kinetics-400,False,FN (real→fake)
-OJOdl_5fgM_000000_000010,1,0,0.4519788268977037,Kinetics-400,False,FN (real→fake)
-LHHfaxzj7I_000000_000010,1,0,0.455194206494357,Kinetics-400,False,FN (real→fake)
real_83011,1,0,0.4557084340653387,GenVideo-Real,False,FN (real→fake)
-7lxDPdoTB0_000032_000042,1,0,0.4576723511356266,Kinetics-400,False,FN (real→fake)
-WhyUj4zd2c_000004_000014,1,0,0.460048988851129,Kinetics-400,False,FN (real→fake)
-fTDzbATdVQ_000000_000010,1,0,0.462827778152673,Kinetics-400,False,FN (real→fake)
real_85335,1,0,0.4636310584216401,GenVideo-Real,False,FN (real→fake)
-czkueqmw4w_000042_000052,1,0,0.4677725035855447,Kinetics-400,False,FN (real→fake)
-flfP3yiji8_000057_000067,1,0,0.4707619465083399,Kinetics-400,False,FN (real→fake)
real_58699,1,0,0.4743577634935408,GenVideo-Real,False,FN (real→fake)
real_74647,1,0,0.4798780105139905,GenVideo-Real,False,FN (real→fake)
-_1WRslPhMo_000173_000183,1,0,0.481918593677936,Kinetics-400,False,FN (real→fake)
-FNoIqT9VJ0_000069_000079,1,0,0.4864885939879467,Kinetics-400,False,FN (real→fake)
-fOaNNogi2M_000000_000010,1,0,0.4880035058953556,Kinetics-400,False,FN (real→fake)
-5d8Q_ca7bM_000020_000030,1,0,0.4893700203771587,Kinetics-400,False,FN (real→fake)
real_14534,1,0,0.4916021570269598,GenVideo-Real,False,FN (real→fake)
real_53071,1,0,0.4924239445510981,GenVideo-Real,False,FN (real→fake)
-bN9HFn0Lng_000115_000125,1,0,0.4925635819856141,Kinetics-400,False,FN (real→fake)
-_o1wewuNhU_000127_000137,1,0,0.4934513898450545,Kinetics-400,False,FN (real→fake)
-Kp1ZTCMSsQ_000211_000221,1,0,0.495489219158357,Kinetics-400,False,FN (real→fake)
-UGsdukWFtw_000012_000022,1,0,0.4967839123924468,Kinetics-400,False,FN (real→fake)
-4kN8H3nd-8_000113_000123,1,0,0.4974563178304708,Kinetics-400,False,FN (real→fake)
-00fzD4K6aw_000007_000017,1,0,0.4985175889389543,Kinetics-400,False,FN (real→fake)
-ZR-O05EOB4_000022_000032,1,0,0.4993413762701009,Kinetics-400,False,FN (real→fake)
-Ws9-NCASpU_000121_000131,1,0,0.4998179428825414,Kinetics-400,False,FN (real→fake)
ZeroScope_311,0,1,0.5000691800581502,ZeroScope,False,FP (fake→real)
SVD_9960,0,1,0.5007817892765696,SVD,False,FP (fake→real)
ZeroScope_7250,0,1,0.5014444507809523,ZeroScope,False,FP (fake→real)
SVD_2852,0,1,0.5021493432086201,SVD,False,FP (fake→real)
SVD_4946,0,1,0.5022199340075442,SVD,False,FP (fake→real)
DynamicCrafter_9217,0,1,0.503778774177444,DynamicCrafter,False,FP (fake→real)
ZeroScope_5479,0,1,0.5053125847485292,ZeroScope,False,FP (fake→real)
DynamicCrafter_3696,0,1,0.5094455595874153,DynamicCrafter,False,FP (fake→real)
DynamicCrafter_8235,0,1,0.5105131016365402,DynamicCrafter,False,FP (fake→real)
DynamicCrafter_7008,0,1,0.5105234558645079,DynamicCrafter,False,FP (fake→real)
DynamicCrafter_333,0,1,0.511405641362868,DynamicCrafter,False,FP (fake→real)
DynamicCrafter_763,0,1,0.5152315965772317,DynamicCrafter,False,FP (fake→real)
ZeroScope_6186,0,1,0.519728845056102,ZeroScope,False,FP (fake→real)
SVD_4497,0,1,0.5217722370774746,SVD,False,FP (fake→real)
SVD_1826,0,1,0.5227874429188186,SVD,False,FP (fake→real)
ZeroScope_9223,0,1,0.5242004239498907,ZeroScope,False,FP (fake→real)
DynamicCrafter_7693,0,1,0.5248995758555541,DynamicCrafter,False,FP (fake→real)
ZeroScope_2670,0,1,0.5269998707355055,ZeroScope,False,FP (fake→real)
SVD_4864,0,1,0.5270531871476483,SVD,False,FP (fake→real)
DynamicCrafter_8119,0,1,0.527978162154256,DynamicCrafter,False,FP (fake→real)
ZeroScope_6336,0,1,0.5292684460810236,ZeroScope,False,FP (fake→real)
SVD_5420,0,1,0.5331062062702739,SVD,False,FP (fake→real)
ZeroScope_8820,0,1,0.5336358478010998,ZeroScope,False,FP (fake→real)
SVD_8889,0,1,0.536946574189533,SVD,False,FP (fake→real)
SVD_2513,0,1,0.5376279788708227,SVD,False,FP (fake→real)
DynamicCrafter_2427,0,1,0.5404727049935566,DynamicCrafter,False,FP (fake→real)
DynamicCrafter_3157,0,1,0.5423968718136323,DynamicCrafter,False,FP (fake→real)
ZeroScope_622,0,1,0.5431015359030978,ZeroScope,False,FP (fake→real)
DynamicCrafter_5622,0,1,0.5431864160416991,DynamicCrafter,False,FP (fake→real)
SVD_9686,0,1,0.5445938237497905,SVD,False,FP (fake→real)
ZeroScope_3244,0,1,0.5446310445653898,ZeroScope,False,FP (fake→real)
SVD_6316,0,1,0.5460123634958906,SVD,False,FP (fake→real)
DynamicCrafter_8497,0,1,0.5463786373031994,DynamicCrafter,False,FP (fake→real)
ZeroScope_8511,0,1,0.5465380811337641,ZeroScope,False,FP (fake→real)
DynamicCrafter_7532,0,1,0.5478344576002285,DynamicCrafter,False,FP (fake→real)
DynamicCrafter_2073,0,1,0.547975034993524,DynamicCrafter,False,FP (fake→real)
ZeroScope_191,0,1,0.5480947218927881,ZeroScope,False,FP (fake→real)
DynamicCrafter_1986,0,1,0.5509228785343914,DynamicCrafter,False,FP (fake→real)
DynamicCrafter_5071,0,1,0.551236019864755,DynamicCrafter,False,FP (fake→real)
DynamicCrafter_8891,0,1,0.5516762028105462,DynamicCrafter,False,FP (fake→real)
ZeroScope_2965,0,1,0.5518833095283746,ZeroScope,False,FP (fake→real)
DynamicCrafter_3741,0,1,0.5521831110774087,DynamicCrafter,False,FP (fake→real)
SVD_7641,0,1,0.5560437757999206,SVD,False,FP (fake→real)
SVD_8169,0,1,0.5585552726573674,SVD,False,FP (fake→real)
SVD_376,0,1,0.5593979897685886,SVD,False,FP (fake→real)
ZeroScope_4489,0,1,0.5602457700236959,ZeroScope,False,FP (fake→real)
ZeroScope_4105,0,1,0.5616094801186419,ZeroScope,False,FP (fake→real)
ZeroScope_1826,0,1,0.5627396251204084,ZeroScope,False,FP (fake→real)
DynamicCrafter_6175,0,1,0.5640800048087711,DynamicCrafter,False,FP (fake→real)
ZeroScope_3865,0,1,0.5641152897428838,ZeroScope,False,FP (fake→real)
SVD_3935,0,1,0.5662610903087734,SVD,False,FP (fake→real)
DynamicCrafter_1916,0,1,0.5663768285243769,DynamicCrafter,False,FP (fake→real)
ZeroScope_7254,0,1,0.566776454678386,ZeroScope,False,FP (fake→real)
SVD_8536,0,1,0.5706403773830181,SVD,False,FP (fake→real)
DynamicCrafter_9053,0,1,0.5748522597109684,DynamicCrafter,False,FP (fake→real)
DynamicCrafter_1444,0,1,0.5769787974164213,DynamicCrafter,False,FP (fake→real)
DynamicCrafter_9958,0,1,0.5771059639233754,DynamicCrafter,False,FP (fake→real)
SVD_5743,0,1,0.5777453890878036,SVD,False,FP (fake→real)
ZeroScope_2338,0,1,0.5780778639072187,ZeroScope,False,FP (fake→real)
ZeroScope_2441,0,1,0.5814768168889888,ZeroScope,False,FP (fake→real)
DynamicCrafter_5262,0,1,0.582352250655679,DynamicCrafter,False,FP (fake→real)
DynamicCrafter_5026,0,1,0.5840099963319588,DynamicCrafter,False,FP (fake→real)
DynamicCrafter_243,0,1,0.5868523330764831,DynamicCrafter,False,FP (fake→real)
ZeroScope_8475,0,1,0.5873408606595308,ZeroScope,False,FP (fake→real)
DynamicCrafter_6709,0,1,0.5879483584072083,DynamicCrafter,False,FP (fake→real)
SVD_4993,0,1,0.5907034882916705,SVD,False,FP (fake→real)
SVD_24,0,1,0.5937920866581144,SVD,False,FP (fake→real)
SVD_4553,0,1,0.5949614951273232,SVD,False,FP (fake→real)
SVD_7928,0,1,0.5985432285137926,SVD,False,FP (fake→real)
ZeroScope_3390,0,1,0.5999873958849464,ZeroScope,False,FP (fake→real)
DynamicCrafter_5977,0,1,0.600339012034466,DynamicCrafter,False,FP (fake→real)
ZeroScope_9115,0,1,0.6009084072912406,ZeroScope,False,FP (fake→real)
DynamicCrafter_7783,0,1,0.6048455827558935,DynamicCrafter,False,FP (fake→real)
ZeroScope_9487,0,1,0.6078425783749482,ZeroScope,False,FP (fake→real)
ZeroScope_7662,0,1,0.6081348307036459,ZeroScope,False,FP (fake→real)
DynamicCrafter_1395,0,1,0.6083330746459663,DynamicCrafter,False,FP (fake→real)
SVD_884,0,1,0.6102400448587053,SVD,False,FP (fake→real)
ZeroScope_7736,0,1,0.6123592115937145,ZeroScope,False,FP (fake→real)
ZeroScope_1928,0,1,0.6127526829915967,ZeroScope,False,FP (fake→real)
DynamicCrafter_6926,0,1,0.6136932528845308,DynamicCrafter,False,FP (fake→real)
ZeroScope_1789,0,1,0.6184233684906884,ZeroScope,False,FP (fake→real)
DynamicCrafter_9115,0,1,0.62101898763512,DynamicCrafter,False,FP (fake→real)
SVD_7890,0,1,0.621387839221567,SVD,False,FP (fake→real)
SVD_5257,0,1,0.6222685741144749,SVD,False,FP (fake→real)
DynamicCrafter_8774,0,1,0.6229587098930357,DynamicCrafter,False,FP (fake→real)
ZeroScope_2478,0,1,0.6232662848084427,ZeroScope,False,FP (fake→real)
DynamicCrafter_7656,0,1,0.6261996197576364,DynamicCrafter,False,FP (fake→real)
DynamicCrafter_3380,0,1,0.6262773976129616,DynamicCrafter,False,FP (fake→real)
SVD_472,0,1,0.6265094090700445,SVD,False,FP (fake→real)
DynamicCrafter_2081,0,1,0.6266431516581547,DynamicCrafter,False,FP (fake→real)
ZeroScope_5262,0,1,0.6276523762167615,ZeroScope,False,FP (fake→real)
SVD_446,0,1,0.6296762102797087,SVD,False,FP (fake→real)
ZeroScope_4478,0,1,0.6319518991911034,ZeroScope,False,FP (fake→real)
DynamicCrafter_6003,0,1,0.6332314523888799,DynamicCrafter,False,FP (fake→real)
DynamicCrafter_5087,0,1,0.6348974801374735,DynamicCrafter,False,FP (fake→real)
ZeroScope_9176,0,1,0.6351391639176395,ZeroScope,False,FP (fake→real)
ZeroScope_6987,0,1,0.6354092580102635,ZeroScope,False,FP (fake→real)
ZeroScope_1947,0,1,0.6398120500164718,ZeroScope,False,FP (fake→real)
ZeroScope_9050,0,1,0.6398195462693105,ZeroScope,False,FP (fake→real)
SVD_2161,0,1,0.6424996647635013,SVD,False,FP (fake→real)
ZeroScope_8427,0,1,0.6433612881506173,ZeroScope,False,FP (fake→real)
ZeroScope_9882,0,1,0.6444548108450284,ZeroScope,False,FP (fake→real)
SVD_482,0,1,0.6467617749114696,SVD,False,FP (fake→real)
ZeroScope_5122,0,1,0.6493184293989364,ZeroScope,False,FP (fake→real)
ZeroScope_1614,0,1,0.6517795755205364,ZeroScope,False,FP (fake→real)
DynamicCrafter_9867,0,1,0.6529641503371733,DynamicCrafter,False,FP (fake→real)
SVD_7499,0,1,0.6571331800202306,SVD,False,FP (fake→real)
ZeroScope_1395,0,1,0.6591900746076275,ZeroScope,False,FP (fake→real)
DynamicCrafter_1437,0,1,0.661368720297318,DynamicCrafter,False,FP (fake→real)
SVD_1205,0,1,0.6635331669829613,SVD,False,FP (fake→real)
ZeroScope_2009,0,1,0.6646639998467075,ZeroScope,False,FP (fake→real)
ZeroScope_1005,0,1,0.6667734220321034,ZeroScope,False,FP (fake→real)
